TF_name	TU_name	effect	evidence	confidence
CytR	nupG[nupGp]	-	[APIORCISFBSCS, BPP]	STRONG
CytR	ppiA[ppiAp2]	-	[BTEI, APIORCISFBSCS, BPP, GEA, IC]	STRONG
CytR	ppiA[ppiAp3]	-	[BPP, IC, BTEI, APIORCISFBSCS, BPP, GEA, IC]	STRONG
CytR	ppiA[ppiAp4]	-	[BTEI, APIORCISFBSCS, BPP, GEA, IC]	STRONG
CytR	rpoH[rpoHp5]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
CytR	rpoH[rpoHp4]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
CytR	rpoH[rpoHp3]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
CytR	tsx[tsxp2]	-	[BTEI, APIORCISFBSCS, BPP, GEA, IC, SM, IHBCE]	STRONG
CytR	udp[udpP]	-	[APIORCISFBSCS, BPP, GEA, SM]	STRONG
CytR	ycdZ[ycdZp4]	-	[ICWHO, AIBSCS]	WEAK
Dan	ttdABT[ttdAp]	+	[APPHINH, APPPINH, HIFS, IDA, IEP, ITCR, LTED, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
Dan	ttdR[ttdRp]	+	[APPHINH, APPPINH, HIFS, IDA, IEP, AISGDTU, BPP, GEA, IGI]	STRONG
DcuR	aspA[aspAp]	+	[GEA, IFC, BTEI, LTED, APIORCISFBSCS, GEA]	STRONG
DcuR	aspA-dcuA[aspAp]	+	[GEA, IFC, LTED, APIORCISFBSCS, GEA]	STRONG
DcuR	dctA[dctAp]	+	[GEA, IFC, LTED, BPP, GEA]	STRONG
DcuR	dcuB-fumB[dcuBp2]	+	[GEA, IFC, LTED, BPP, GEA]	STRONG
DcuR	dpiBA[dpiBp2]	+	[GEA, IFC, LTED, APIORCISFBSCS, BPP]	STRONG
DcuR	frdABCD[frdAp]	+	[GEA, IFC, BTEI, BPP, GEA]	STRONG
DcuR	frdABCD[frdAp2]	+	[GEA, IFC, BTEI, BPP, GEA]	STRONG
DcuR	pck[pckp]	+	[GEA, IFC, APIORCISFBSCS, GEA]	STRONG
DeoR	deoCABD[deoCp1]	-	[IE, LTED, APIORCISFBSCS, SM]	STRONG
DeoR	deoCABD[deoCp2]	-	[IE, LTED, APIORCISFBSCS, SM]	STRONG
DeoR	nupG[nupGp]	-	[IE, BPP, GEA, IGI]	STRONG
DeoR	tsx[tsxp1]	-	[IE, BTEI, BCE, GEA]	WEAK
DgoR	dgoRKADT[dgoRp]	-	[APPPINH, HIFS, IDA, IEP, IPI, ICWHO, AIBSCS, AIBSPD, BPP, GEA, SM]	STRONG
DhaR	dhaKLM[dhaKp]	+	[IMP, ITCR, BPP, GEA, IGI]	STRONG
DhaR	dhaR[dhaRp]	-	[IMP, AISGDTU, BPP, GEA, IGI]	STRONG
DicA	dicB-ydfDE-insD-intQ[dicBp]	-	[APPHINH, HIFS, IEP, IFC, BTEI, BPP, GEA, IGI]	STRONG
DicA	dicC-ydfXW[dicCp]	-	[APPHINH, HIFS, IEP, IFC, ICWHO, BPP, GEA, IHBCE]	STRONG
DinJ-YafQ	cspE[cspEp1]	-	[IDA, IGI, LTED, BPP, GEA, SM]	STRONG
DinJ-YafQ	dinJ-yafQ[dinJp]	-	[IDA, IGI, ICWHO, APIORCISFBSCS, BPP, SM]	STRONG
DnaA	aldA[aldAp]	-	[APPHINH, LTED, BPP, GEA]	STRONG
DnaA	dnaAN-recF[dnaAp1]	-	[APPHINH, BPP, GEA]	STRONG
DnaA	dnaAN-recF[dnaAp2]	+	[APPHINH, BPP, SM, GEA]	STRONG
DnaA	guaBA[guaBp]	-	[APPHINH, BTEI, PAGTSBP, PM, APIORCISFBSCS, BPP, GEA]	STRONG
DnaA	nrdAB-yfaE[nrdAp]	+	[APPHINH, PAGTSBP, APIORCISFBSCS, BPP, SM]	STRONG
DnaA	polA[polAp]	+	[APPHINH, ICWHO, BPP, GEA]	STRONG
DnaA	recN[recNp]	-	[APPHINH, ICWHO, GEA, ICA]	STRONG
DnaA	rpoH[rpoHp4]	-	[APPHINH, BTEI, APIORCISFBSCS, BCE]	STRONG
DnaA	rpoH[rpoHp3]	-	[APPHINH, BTEI, APIORCISFBSCS, BCE]	STRONG
DnaA	uvrB[uvrBp3]	-	[APPHINH, BTEI, LTED, BPP, GEA, ICA, SM]	STRONG
DnaA	uvrB[uvrBp2]	-	[APPHINH, LTED, BPP, GEA, ICA]	STRONG
DnaA	yjeV[yjeVp]	-	[APPHINH, BTEI, BPP, GEA]	STRONG
DpiA	appY[appYp]	-	[ICWHO, BPP, GEA, IGI]	STRONG
DpiA	citCDEFXG[citCp1]	+	[APIORCISFBSCS, BPP, GEA, ICWHO, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
DpiA	citCDEFXG[citCp2]	+	[PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
DpiA	dpiBA[dpiBp]	+	[APIORCISFBSCS, BPP, GEA, ICWHO, LTED, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
DpiA	exuT[exuTp2]	+	[BTEI, IMP, BPP, GEA, IGI]	STRONG
DpiA	exuT[exuTp1]	+	[BPP, GEA, IGI]	STRONG
DpiA	mdh[mdhp1]	+	[AISGDTU, BPP, GEA, IGI]	STRONG
DpiA	mdh[mdhp2]	+	[BPP, GEA, IGI]	STRONG
DsdC	dsdA[dsdAp]	+	[BTEI, BPP, GEA, IGI]	STRONG
DsdC	dsdC[dsdCp]	-	[BPP, GEA, IGI]	STRONG
DsdC	dsdXA[dsdXp]	+	[BPP, GEA, IGI]	STRONG
EbgR	ebgAC[ebgAp]	-	[IE, BPP, GEA, IGI]	STRONG
EnvR	acrAB[acrAp]	-	[APPH, HIFS, IEP, ITCR, LTED, AIBSCS, BPP, GEA]	STRONG
EnvY	ompC[ompCp1]	+	[IE, LTED, BPP, GEA, IGI]	STRONG
EnvY	ompF[ompFp]	+	[IE, BPP, GEA, IGI]	STRONG
EnvY	ompF[ompFp2]	+	[IE, BPP, GEA, IGI]	STRONG
EvgA	acrD[acrDp]	+	[AIBSCS, GEA]	WEAK
EvgA	emrKY[emrKp]	+	[ITCR, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
EvgA	evgAS[evgAp2]	+	[IC, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
EvgA	evgAS[evgAp1]	+	[IC, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
EvgA	frc[frcp]	+	[AIBSCS, BPP, GEA]	STRONG
EvgA	gadEF-mdtEF[gadEp]	+	[LTED, BPP, GEA, IGI]	STRONG
EvgA	safA-ydeO[safAp]	+	[ITCR, AIBSCS, BPP, GEA]	STRONG
EvgA	ydeP[ydePp]	+	[AIBSCS, BPP, GEA]	STRONG
EvgA	yegRZ[yegRp]	+	[ITCR, AIBSCS, BPP, GEA]	STRONG
EvgA	yfdX[yfdXp]	+	[ITCR, AIBSCS, BPP, GEA]	STRONG
ExuR	exuR[exuRp2]	-	[APIORCISFBSCS, GEA, IE, IEP, IMP, APIORCISFBSCS, BPP, GEA]	STRONG
ExuR	exuT[exuTp2]	-	[IE, BTEI, IMP, AIBSCS, GEA]	WEAK
ExuR	lgoR[lgoRp4]	-	[IE, ICWHO, BPP, GEA]	STRONG
ExuR	uxaB[uxaBp]	-	[IE, BTEI, IMP, APIORCISFBSCS, GEA]	WEAK
ExuR	uxaCA[uxaCp]	-	[IE, BTEI, IEP, AIBSCS, GEA]	WEAK
ExuR	uxuAB[uxuAp]	-	[IE, IEP, ITCR, APIORCISFBSCS, BPP, GEA, SM]	STRONG
ExuR	uxuR[uxuRp]	-	[IE, IEP, IMP, AIBSCS, GEA]	WEAK
FNR	aceEF[aceEp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	aceEF[aceEp2]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	ackA[ackAp]	+	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA, IGI]	STRONG
FNR	acnA[acnAp2]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, APIORCISFBSCS, GEA]	STRONG
FNR	acrEF[acrEp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, BPP, GEA, IGI]	STRONG
FNR	adhE[adhEp2]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	aer[aerp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, AIBSCS, GEA]	STRONG
FNR	aldA[aldAp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, AIBSCS, GEA]	STRONG
FNR	ansB[ansBp2]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BCE, SM]	STRONG
FNR	arcA[arcAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	arcA[arcAp3]	-	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	aspA[aspAp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, APIORCISFBSCS, GEA]	STRONG
FNR	aspA-dcuA[aspAp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, APIORCISFBSCS, GEA]	STRONG
FNR	aspC[aspCp]	+	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, BPP, GEA, IGI]	STRONG
FNR	bcsBZ[bcsBp]	+	[AIFS, APPHINH, APPPINH, HIFS, ITCR, BPP, GEA, IGI]	STRONG
FNR	cadC[cadCp]	+	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, GEA]	STRONG
FNR	caiF[caiFp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BCE, GEA]	STRONG
FNR	caiTABCDE[caiTp]	+	[AIFS, APPHINH, APPPINH, HIFS, PAGTSBP, AIBSCS, GEA]	STRONG
FNR	citCDEFXG[citCp2]	-	[AIBSCS, AIFS, APPHINH, APPPINH, HIFS, PAGTSBP, AIBSCS]	STRONG
FNR	cydAB[cydAp3]	-	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
FNR	cydAB[cydAp4]	-	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
FNR	cydAB[cydAp1]	-	[AIFS, APPHINH, APPPINH, HIFS, TAS, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
FNR	cydAB[cydAp2]	+	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
FNR	cydDC[cydDp]	+	[AIFS, APPHINH, APPPINH, HIFS, CV(LTED/PM), LTED, PM, APIORCISFBSCS, GEA]	CONFIRMED
FNR	cyoABCDE[cyoAp]	-	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, GEA]	STRONG
FNR	dcuB-fumB[dcuBp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, APIORCISFBSCS, GEA]	STRONG
FNR	dcuC[dcuCp]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	dcuSR[dcuSp]	+	[AIFS, APPHINH, APPPINH, HIFS, ITCR, BPP, GEA, IGI]	STRONG
FNR	dmsABC[dmsAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, BCE, BPP, GEA, SM]	STRONG
FNR	dpiBA[dpiBp]	-	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, LTED, PAGTSBP, AIBSCS]	STRONG
FNR	dppABCDF[dppAp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, PAGTSBP, AIBSCS, GEA]	STRONG
FNR	emrKY[emrKp]	+	[AIFS, APPHINH, APPPINH, HIFS, ITCR, BPP, GEA, IGI]	STRONG
FNR	fdhF[fdhFp]	+	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA, IGI]	STRONG
FNR	fdnGHI[fdnGp]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA, SM]	STRONG
FNR	feoABC[feoAp]	+	[AIFS, APPHINH, APPPINH, HIFS, PM, APIORCISFBSCS, GEA]	STRONG
FNR	fes-ybdZ-entF-fepE[fesp]	+	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, GEA]	STRONG
FNR	fixABCX[fixAp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, AIBSCS, GEA]	STRONG
FNR	fnr[fnrp]	-	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
FNR	fnrS[fnrSp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
FNR	focA-pflB[focAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, APIORCISFBSCS, BCE, GEA, SM]	STRONG
FNR	focA-pflB[focAp3]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BCE, GEA, SM]	STRONG
FNR	frdABCD[frdAp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BCE, GEA]	STRONG
FNR	frdABCD[frdAp2]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BCE, GEA]	STRONG
FNR	fumA[fumAp]	-	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, LTED, BPP, GEA, IGI]	STRONG
FNR	fumAC[fumAp]	-	[AIFS, APPHINH, APPPINH, HIFS, ITCR, BPP, GEA, IGI]	STRONG
FNR	fumB[fumBp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, BCE, GEA]	STRONG
FNR	fumC[fumCp]	-	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA, IGI]	STRONG
FNR	gadAX[gadAp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, AIBSCS, GEA]	STRONG
FNR	gadAX[gadAp2]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, AIBSCS, GEA]	STRONG
FNR	gadX[gadXp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, AIBSCS, GEA]	STRONG
FNR	gadXW[gadXp]	-	[AIFS, APPHINH, APPPINH, HIFS, ITCR, LTED, AIBSCS, GEA]	STRONG
FNR	garPLRK-rnpB[garPp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, BPP, GEA, IGI]	STRONG
FNR	gcvTHP[gcvTp]	+	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA, IGI]	STRONG
FNR	gdhA[gdhAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	glnD[glnDp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	glnK-amtB[glnKp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	glpABC[glpABCp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, PM, APIORCISFBSCS, GEA, AIBSCS]	STRONG
FNR	glpTQ[glpTQp]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA, AIBSCS]	STRONG
FNR	gltBDF[gltBp]	-	[AIFS, APPHINH, APPPINH, HIFS, CV(LTED/PM), LTED, PM, AIBSCS, GEA]	CONFIRMED
FNR	gltBDF[gltBp2]	-	[AIFS, APPHINH, APPPINH, HIFS, CV(LTED/PM), LTED, PM, AIBSCS, GEA]	CONFIRMED
FNR	gnd[gndp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	grcA[grcAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, SM]	STRONG
FNR	hcp-hcr[hcpp]	+	[AIFS, APPHINH, APPPINH, HIFS, PM, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	hcp-hcr-poxB[hcpp]	+	[AIFS, APPHINH, APPPINH, HIFS, ITCR, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	hemA-prfA-prmC[hemAp1]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA]	STRONG
FNR	hlyE[hlyEp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA]	STRONG
FNR	hmp[hmpp]	-	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	hyfABCDEFGHIJR-focB[hyfAp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, IEP, ITCR, APIORCISFBSCS, GEA]	STRONG
FNR	hypBCDE[hypBp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, ITCR, BPP, GEA, BCE]	STRONG
FNR	hypBCDE-fhlA[hypBp]	+	[AIFS, APPHINH, APPPINH, HIFS, IEP, NTAS, BPP, GEA, BCE]	STRONG
FNR	iraD[iraDp2]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	iraD[idlPp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	iraM[iraMp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, ICWHO, AIBSCS]	STRONG
FNR	katG[katGp]	+	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, GEA, EME, AIBSPD, CCE]	STRONG
FNR	lpdA[lpdAp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	malPQ[malPp]	+	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, GEA]	STRONG
FNR	moaABCDE[moaAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	moeAB[moeAp]	-	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA]	STRONG
FNR	nac[nacp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	napFDAGHBC-ccmABCDEFGH[napFp1]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA, SM]	STRONG
FNR	narGHJI[narGp]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	narK[narKp1]	+	[AIFS, APPHINH, APPPINH, HIFS, BCE, GEA, SM, EME, AIBSPD, BPP, CCE]	STRONG
FNR	narXL[narXp]	-	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, BPP, AIBSPD, BCE, CCE]	STRONG
FNR	ndh[ndhp]	-	[AIFS, APPHINH, APPPINH, HIFS, BCE, GEA, SM]	STRONG
FNR	nikABCDER[nikAp1]	+	[AIFS, APPHINH, APPPINH, HIFS, IEP, ITCR, PM, APIORCISFBSCS, GEA, SM]	STRONG
FNR	nirBDC-cysG[nirBp]	+	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	norVW[norVp]	-	[AIFS, APPHINH, APPPINH, HIFS, IEP, ITCR, LTED, APIORCISFBSCS, GEA]	STRONG
FNR	nrdDG[nrdDp]	+	[AIFS, APPHINH, APPPINH, HIFS, ITCR, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	nrfABCDEFG[nrfAp]	+	[AIFS, APPHINH, APPPINH, HIFS, BCE, BPP, GEA]	STRONG
FNR	nuoABCEFGHIJKLMN[nuoAp2]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BCE, GEA, SM]	STRONG
FNR	ompW[ompWp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
FNR	ompX[ompXp2]	-	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BTEI, LTED, BPP, GEA, IGI]	STRONG
FNR	pdhR-aceEF-lpdA[pdhRp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, AIBSCS, BCE, GEA]	STRONG
FNR	pdhR-aceEF-lpdA[pdhRp2]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, AIBSCS, BCE, GEA]	STRONG
FNR	pepT[pepTp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BPP, GEA, IGI]	STRONG
FNR	pitA[pitAp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BPP, GEA, IGI]	STRONG
FNR	pstS[pstSp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	pstS[pstSp2]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	pstSCA[pstSp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	pstSCA[pstSp2]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	pstSCAB-phoU[pstSp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, PAGTSBP, BPP, GEA, IGI]	STRONG
FNR	pstSCAB-phoU[pstSp2]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, PAGTSBP, BPP, GEA, IGI]	STRONG
FNR	purMN[purMp]	-	[AIFS, APPHINH, APPPINH, HIFS, AIBSCS, APIORCISFBSCS, GEA, SM]	STRONG
FNR	puuAP[puuAp]	-	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, LTED, AIBSCS, GEA]	STRONG
FNR	ravA-viaA[ravAp]	+	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, ITCR, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	rplM-rpsI[rplMp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, BPP, GEA, IGI]	STRONG
FNR	rplT[rplTp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, LTED, BPP, GEA, IGI]	STRONG
FNR	rplT-pheM[rplTp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ[rpsJp]	+	[AIFS, APPHINH, APPPINH, HIFS, TAS, BPP, GEA, IGI]	STRONG
FNR	rpsP-rimM-trmD-rplS[rpsPp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	sdhCDAB-sucABCD-sdhX[sdhCp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	sodA[sodAp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BCE, GEA]	STRONG
FNR	soxR[soxRp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	soxS[soxSp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	ssuEADCB[ssuEp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	sucAB[sucAp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, BPP, GEA, IGI]	STRONG
FNR	sucABCD[sucAp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, BPP, GEA, IGI]	STRONG
FNR	tar-tap-cheRBYZ[tarp]	+	[AIFS, APPHINH, APPPINH, HIFS, PM, BPP, GEA, IGI]	STRONG
FNR	tdcABCDEFG[tdcAp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, CV(LTED/PM), LTED, PM, AIBSCS, GEA]	CONFIRMED
FNR	tpx[tpxp]	-	[AIFS, APPHINH, APPPINH, HIFS, LTED, APIORCISFBSCS, GEA]	STRONG
FNR	ubiCA[ubiCp]	-	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	upp-uraA[uppp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, PM, AIBSCS, GEA]	STRONG
FNR	uxaCA[uxaCp]	+	[AIFS, APPHINH, APPPINH, HIFS, BTEI, IEP, BPP, GEA, IGI]	STRONG
FNR	xdhABC[xdhAp]	+	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, BPP, GEA, IGI]	STRONG
FNR	ybdN[ybdNp]	+	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, AIBSCS]	STRONG
FNR	ychO[ychOp]	-	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BPP, GEA, IGI]	STRONG
FNR	ydeJ[ydeJp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, AIBSCS]	STRONG
FNR	ydhYVWXUT[ydhYp]	+	[AIFS, APPHINH, APPPINH, HIFS, LTED, PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FNR	yecR[yecRp]	+	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA, IGI]	STRONG
FNR	yeiL[yeiLp]	-	[AIFS, APPHINH, APPPINH, HIFS, APIORCISFBSCS, GEA]	STRONG
FNR	yfgF[yfgFp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, APIORCISFBSCS, BPP, GEA]	STRONG
FNR	ygbA[ygbAp]	-	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BTEI, BPP, GEA, IGI]	STRONG
FNR	yhjA[yhjAp]	+	[AIFS, APPHINH, APPPINH, HIFS, ICWHO, AIBSCS, BPP]	STRONG
FNR	ynfEFGH-dmsD[ynfEp]	+	[AIFS, APPHINH, APPPINH, HIFS, PAGTSBP, AIBSCS, BPP, GEA, SM]	STRONG
FNR	ynfEFGH-dmsD[ynfEp2]	+	[AIFS, APPHINH, APPPINH, HIFS, PAGTSBP, AIBSCS, BPP, GEA, SM]	STRONG
FNR	yqjI[yqjIp]	+	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BPP, GEA, IGI]	STRONG
FNR	ysgA[ysgAp]	-	[AIFS, APPHINH, APPPINH, HIFS, AISGDTU, BPP, GEA, IGI]	STRONG
FNR	ytfE[ytfEp]	-	[AIFS, APPHINH, APPPINH, HIFS, BTEI, IC, BPP, GEA, IGI]	STRONG
FNR	zwf[zwfp]	-	[AIFS, APPHINH, APPPINH, HIFS, BPP, GEA, IGI]	STRONG
FabR	fabA[fabAp]	-	[IDA, IEP, IPI, AIBSCS, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
FabR	fabB[fabBp]	-	[IDA, IEP, IPI, BTEI, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
FadR	accA[accAp2]	+	[APPH, HIFS, IEP, LTED, AIBSCS, BPP, GEA]	STRONG
FadR	accBC[accBp2]	+	[APPH, HIFS, IEP, BTEI, AIBSCS, BPP, GEA]	STRONG
FadR	accD[accDp]	+	[APPH, HIFS, IEP, LTED, AIBSCS, BPP, GEA]	STRONG
FadR	fabA[fabAp]	+	[APPH, HIFS, IEP, APIORCISFBSCS, BCE, GEA]	STRONG
FadR	fabB[fabBp]	+	[APPH, HIFS, IEP, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
FadR	fabHDG[fabHp]	+	[APPH, HIFS, IEP, PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FadR	fabI[fabIp]	+	[APPH, HIFS, IEP, ICWHO, AIBSCS, BPP, GEA]	STRONG
FadR	fadBA[fadBp]	-	[APPH, HIFS, IEP, PAGTSBP, APIORCISFBSCS, BCE]	STRONG
FadR	fadD-sroD[fadDp]	-	[APPH, HIFS, IEP, BTEI, BPP]	STRONG
