TF_name	TU_name	effect	evidence	confidence
FadR	fadE[fadEp]	-	[APPH, HIFS, IEP, AISGDTU, APIORCISFBSCS, BPP, GEA]	STRONG
FadR	fadH[fadHp]	-	[APPH, HIFS, IEP, ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
FadR	fadIJ[fadIp]	-	[APPH, HIFS, IEP, APIORCISFBSCS, BPP, GEA]	STRONG
FadR	fadL[fadLp]	-	[APPH, HIFS, IEP, IHBCE, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
FadR	fadM[fadMp1]	-	[APPH, HIFS, IEP, ICWHO, APIORCISFBSCS]	STRONG
FadR	fadR[fadRp]	+	[APPH, HIFS, IEP, BTEI, AIBSCS]	STRONG
FadR	iclR[iclRp]	+	[APPH, HIFS, IEP, BPP, GEA, SM]	STRONG
FadR	uspA[uspAp1]	-	[APPH, HIFS, IEP, BTEI, LTED, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
FeaR	feaB[feaBp1]	+	[GEA, HIFS, IEP, AISGDTU, BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FeaR	tynA[tynAp1]	+	[GEA, HIFS, IEP, AISGDTU, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FhlA	fdhF[fdhFp]	+	[APIORCISFBSCS, BPP, GEA]	STRONG
FhlA	hycABCDEFGHI[hycAp]	+	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
FhlA	hydN-hypF[hydNp]	+	[LTED, BPP, GEA, IGI]	STRONG
FhlA	hyfABCDEFGHIJR-focB[hyfAp]	+	[BTEI, IEP, ITCR, GEA]	WEAK
FhlA	hypABCDE[hypAp]	+	[BTEI, ITCR, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
FhlA	hypABCDE-fhlA[hypAp]	+	[IEP, NTAS, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	acnB[acnBp]	-	[LTED, APIORCISFBSCS, GEA]	STRONG
Fis	acs-yjcHG[acsp1]	-	[LTED, BPP, GEA]	STRONG
Fis	acs-yjcHG[acsp2]	-	[LTED, AIBSCS, BPP, GEA, SM]	STRONG
Fis	acs-yjcHG[acsp]	-	[LTED, AIBSCS, BPP, GEA, SM]	STRONG
Fis	adhE[adhEp1]	+	[TASES, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	adhE[adhEp]	+	[TASES, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	alaWX[alaWp]	+	[BTEI, BCE]	WEAK
Fis	aldB[aldBp]	-	[IEP, ITCR, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
Fis	ansB[ansBp1]	-	[BTEI, AIBSCS, GEA]	WEAK
Fis	argU[argUp]	+	[BTEI, IHBCE]	WEAK
Fis	argW[argWp]	+	[BTEI, BCE]	WEAK
Fis	argX-hisR-leuT-proM[argXp]	+	[BTEI, LTED, BCE]	STRONG
Fis	aspV[aspVp]	+	[BTEI, BCE]	WEAK
Fis	bglG[bglGp]	-	[BTEI, BPP]	STRONG
Fis	bglGFB[bglGp]	-	[BTEI, PM, BPP]	STRONG
Fis	carAB[carAp1]	+	[CV(LTED/PM), LTED, PM, AIBSCS, GEA]	CONFIRMED
Fis	cbpA-cbpM[cbpAp6]	-	[APIORCISFBSCS, BPP, GEA, SM, PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fis	cbpA-cbpM[cbpAp4]	-	[PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fis	cbpA-cbpM[cbpAp]	-	[APIORCISFBSCS, BPP, GEA, SM, PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fis	crp[crpp1]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	crp[crpp3]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	crp[crpp2]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	cspA[cspAp1]	+	[BTEI, LTED, AIBSCS, BPP, GEA]	STRONG
Fis	cspI[cspIp]	-	[AIBSCS, GEA]	WEAK
Fis	cyoABCDE[cyoAp]	+	[BPP, GEA, IGI]	STRONG
Fis	deoCABD[deoCp2]	+	[LTED, AIBSCS, GEA]	STRONG
Fis	dmsABC[dmsAp1]	-	[AIBSCS, GEA]	WEAK
Fis	dnaAN-recF[dnaAp2]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	dps[dpsp]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	dps[dpsp2]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	dusB-fis[dusBp]	-	[BTEI, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fis	emrD[emrDp]	+	[ICWHO, BPP, GEA, IGI]	STRONG
Fis	fadBA[fadBp]	+	[PAGTSBP, AIBSCS, GEA]	WEAK
Fis	flxA[flxAp]	+	[BTEI, AIBSCS, GEA]	WEAK
Fis	fumB[fumBp]	-	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Fis	gadAX[gadAp]	-	[BTEI, LTED, AIBSCS, GEA]	STRONG
Fis	gadAX[gadAp2]	-	[BTEI, LTED, AIBSCS, GEA]	STRONG
Fis	gadBC[gadBp]	-	[BTEI, LTED, AIBSCS, GEA]	STRONG
Fis	gadBC[gadBp2]	-	[BTEI, LTED, AIBSCS, GEA]	STRONG
Fis	glcC[glcCp]	-	[LTED, AIBSCS, GEA]	STRONG
Fis	glnA[glnAp2]	+	[LTED, AIBSCS, BPP, GEA]	STRONG
Fis	glnALG[glnAp2]	+	[BTEI, ITCR, AIBSCS, BPP, GEA]	STRONG
Fis	glnQ[glnQp]	-	[BPP, GEA, IGI]	STRONG
Fis	glpABC[glpABCp]	+	[BTEI, PM, AIBSCS, GEA]	STRONG
Fis	glpTQ[glpTQp]	+	[AIBSCS, GEA, AIBSCS, GEA]	WEAK
Fis	gltX[gltXp3]	-	[BTEI, AIBSCS, BCE, BPP, SM, APIORCISFBSCS]	STRONG
Fis	glyU[glyUp]	+	[BCE]	WEAK
Fis	grcA[grcAp1]	+	[BTEI, AIBSCS, GEA]	WEAK
Fis	guaBA[guaBp]	-	[BTEI, PAGTSBP, PM, AIBSCS, BPP, SM]	STRONG
Fis	gyrA[gyrAp]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fis	gyrB[gyrBp]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	gyrB[gyrBp2]	-	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	hlyE[hlyEp]	-	[LTED, AIBSCS, GEA]	STRONG
Fis	hns[hnsp]	+	[BPP]	STRONG
Fis	hupA[hupAp]	+	[BTEI, LTED, BPP, GEA]	STRONG
Fis	hupB[hupBp2]	-	[BTEI, LTED, BPP, GEA]	STRONG
Fis	hupB[hupBp3]	-	[BTEI, LTED, BPP, GEA]	STRONG
Fis	hyaABCDEF[hyaAp]	-	[BTEI, ITCR, AIBSCS, GEA]	WEAK
Fis	hyaABCDEF[hyaAp2]	-	[BTEI, ITCR, AIBSCS, GEA]	WEAK
Fis	katE[katEp]	-	[BTEI, AIBSCS, GEA]	WEAK
Fis	leuQPV[leuQp]	+	[BTEI, LTED, APIORCISFBSCS, BCE, GEA, IHBCE]	STRONG
Fis	leuX[leuXp]	+	[BTEI, BCE]	WEAK
Fis	lpdA[lpdAp]	+	[LTED, BCE, BPP]	STRONG
Fis	lysT-valT-lysW[lysTp]	+	[BTEI, IHBCE]	WEAK
Fis	malEFG[malEp]	+	[ITCR, LTED, AIBSCS, GEA]	STRONG
Fis	marRAB[marRp]	+	[BTEI, IEP, ITCR, LTED, BPP, GEA, SM]	STRONG
Fis	mazEFG[mazEp1]	+	[ITCR, LTED, PAGTSBP, BPP, GEA, SM]	STRONG
Fis	mazEFG[mazEp2]	+	[ITCR, LTED, PAGTSBP, BPP, GEA, SM]	STRONG
Fis	metT-leuW-glnUW-metU-glnVX[metTp]	+	[BTEI, LTED, IHBCE]	STRONG
Fis	metY[metYp1]	+	[BTEI, LTED, BCE, IHBCE]	STRONG
Fis	metY-yhbC-nusA-infB[metYp1]	+	[BTEI, LTED, BCE, IHBCE]	STRONG
Fis	metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp[metYp1]	+	[PM, BCE, IHBCE]	STRONG
Fis	mglAC[mglAp]	-	[ITCR, BPP, GEA, IGI]	STRONG
Fis	msrA[msrAp]	-	[LTED, AIBSCS, GEA]	STRONG
Fis	mtlADR[mtlAp]	-	[LTED, AIBSCS, GEA]	STRONG
Fis	nanA[nanAp]	-	[LTED, AIBSCS, GEA]	STRONG
Fis	nanATEK-yhcH[nanAp]	-	[CV(LTED/PM), ITCR, LTED, PM, AIBSCS, GEA]	CONFIRMED
Fis	narGHJI[narGp]	-	[AIBSCS, GEA]	WEAK
Fis	narK[narKp1]	-	[AIBSCS, GEA]	WEAK
Fis	ndh[ndhp]	+	[APIORCISFBSCS, BPP, SM]	STRONG
Fis	nirBDC-cysG[nirBp]	-	[APIORCISFBSCS, BPP, AIBSCS, GEA]	STRONG
Fis	nrdAB-yfaE[nrdAp]	+	[PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fis	nrfABCDEFG[nrfAp]	-	[BPP, GEA]	STRONG
Fis	nuoABCEFGHIJKLMN[nuoAp1]	+	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	ogt[ogtp]	-	[BPP]	STRONG
Fis	osmE[osmEp]	-	[BTEI, BPP]	STRONG
Fis	osmE[osmEp2]	-	[BTEI, BPP]	STRONG
Fis	osmY[osmYp]	-	[AIBSCS, GEA]	WEAK
Fis	osmY[osmYp2]	-	[AIBSCS, GEA]	WEAK
Fis	patA[patAp]	?	[BTEI, AIBSCS]	WEAK
Fis	patA[patAp2]	?	[BTEI, AIBSCS]	WEAK
Fis	pdxA-rsmA[pdxAp]	+	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Fis	pdxA-rsmA-apaGH[pdxAp]	+	[BTEI, BPP, GEA, IGI]	STRONG
Fis	pflB[pflBp1]	-	[LTED, AIBSCS, GEA]	STRONG
Fis	pheU[pheUp]	+	[BTEI, LTED, IHBCE]	STRONG
Fis	pheV[pheVp]	+	[BTEI, LTED, BCE]	STRONG
Fis	proK[proKp]	+	[BTEI, BCE]	WEAK
Fis	proL[proLp]	+	[BTEI, BCE]	WEAK
Fis	proP[proPp2]	+	[APIORCISFBSCS, BPP, SM]	STRONG
Fis	ptsG[ptsGp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	ptsG[ptsGp2]	-	[BTEI, BPP, GEA]	STRONG
Fis	pyrD[pyrDp]	-	[AIBSCS, GEA]	WEAK
Fis	queA[queAp]	+	[BPP, GEA]	STRONG
Fis	rnpB[rnpBp]	+	[BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	rplM-rpsI[rplMp]	-	[BTEI, LTED, AIBSCS, APIORCISFBSCS]	STRONG
Fis	rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsA-ileT-alaT-rrlA-rrfA[rrsAp]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsB-gltT-rrlB-rrfB[rrsBp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsB-gltT-rrlB-rrfB[rrsBp]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsC-gltU-rrlC-rrfC[rrsCp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsC-gltU-rrlC-rrfC[rrsCp]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsE-gltV-rrlE-rrfE[rrsEp]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsE-gltV-rrlE-rrfE[rrsEp3]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsG-gltW-rrlG-rrfG[rrsGp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsG-gltW-rrlG-rrfG[rrsGp]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]	+	[BTEI, BPP, GEA]	STRONG
Fis	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	+	[BTEI, BPP, GEA]	STRONG
Fis	serT[serTp]	+	[BTEI, IHBCE]	WEAK
Fis	serX[serXp]	+	[BTEI, BCE]	WEAK
Fis	sra[srap]	+	[BTEI, BPP, GEA, IGI]	STRONG
Fis	ssrS[ssrSp1]	+	[BTEI, BPP, GEA, IGI]	STRONG
Fis	ssrS[ssrSp2]	-	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Fis	ssrS[ssrSp]	-	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Fis	ssrS-ygfA[ssrSp1]	+	[LTED, BPP, GEA, IGI]	STRONG
Fis	ssrS-ygfA[ssrSp2]	-	[LTED, BPP, GEA, IGI]	STRONG
Fis	ssrS-ygfA[ssrSp]	-	[LTED, BPP, GEA, IGI]	STRONG
Fis	thrU-tyrU-glyT-thrT-tufB[thrUp]	+	[BTEI, ITCR, APIORCISFBSCS, BPP, GEA, IHBCE]	STRONG
Fis	thrW[thrWp]	+	[BTEI, BCE]	WEAK
Fis	topA[topAp1]	+	[ICWHO, APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
Fis	topA[topAp4]	-	[ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
Fis	trg[trgp1]	+	[IC, AIBSCS, GEA]	WEAK
Fis	trmA[trmAp]	+	[BTEI, LTED, APIORCISFBSCS]	STRONG
Fis	tyrTV-tpr[tyrTp]	+	[BTEI, LTED, AIBSCS, BPP, GEA, BCE]	STRONG
Fis	valUXY-lysV[valUp]	+	[AIBSCS, BPP, SM, BTEI, AIBSCS, BCE, BPP, SM, APIORCISFBSCS]	STRONG
Fis	xylFGHR[xylFp]	-	[BTEI, ITCR, AIBSCS, GEA]	WEAK
Fis	yeaR-yoaG[yeaRp]	-	[ICWHO, BPP]	STRONG
FlhDC	flgAMN[flgAp]	+	[APPH, APIORCISFBSCS, GEA]	STRONG
FlhDC	flgBCDEFGHIJ[flgBp]	+	[APPH, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	flgK[flgKp]	+	[APPH, BPP, GEA, IGI]	STRONG
FlhDC	flhBAE[flhBp]	+	[APPH, ITCR, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	fliAZY[fliAp1]	+	[APPH, LTED, APIORCISFBSCS, BPP, GEA, SM]	STRONG
FlhDC	fliDST[fliDp]	+	[APPH, BTEI, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	fliE[fliEp1]	+	[APPH, AISGDTU, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	fliFGHIJK[fliFp1]	+	[APPH, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	fliLMNOPQR[fliLp1]	+	[APPH, PAGTSBP, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	glpABC[glpABCp]	+	[APPH, BTEI, PM, BPP, GEA, IGI]	STRONG
FlhDC	gltIJKL-sroC[gltIp1]	+	[APPH, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	hydN-hypF[hydNp]	+	[APPH, LTED, BPP, GEA, IGI]	STRONG
FlhDC	mdh[mdhp1]	-	[APPH, AISGDTU, BPP, GEA, IGI]	STRONG
FlhDC	mglBAC[mglBp]	-	[APPH, ITCR, PM, BPP, GEA, IGI]	STRONG
FlhDC	mglBAC[mglBp2]	-	[APPH, ITCR, PM, BPP, GEA, IGI]	STRONG
FlhDC	napFDAGHBC-ccmABCDEFGH[napFp1]	+	[APPH, BPP, GEA, IGI]	STRONG
FlhDC	napFDAGHBC-ccmABCDEFGH[napFp2]	+	[APPH, BPP, GEA, IGI]	STRONG
FlhDC	nrfABCDEFG[nrfAp]	+	[APPH, BPP, GEA, IGI]	STRONG
FlhDC	ppdAB-ygdB-ppdC-recC[ppdAp]	+	[APPH, ICWHO, BPP, GEA, IGI]	STRONG
FlhDC	ycgR[ycgRp]	+	[APPH, BPP, GEA, IGI]	STRONG
FlhDC	yecR[yecRp]	+	[APPH, APIORCISFBSCS, BPP, GEA]	STRONG
FlhDC	ygbK[ygbKp]	+	[APPH, BPP, GEA, IGI]	STRONG
FlhDC	yhjH[yhjHp]	+	[APPH, ICWHO, BPP, GEA, IGI]	STRONG
FliZ	csgBAC[csgBp]	-	[IMP, LTED, BPP, GEA, IGI]	STRONG
FliZ	csgBAC[csgBp2]	-	[IMP, LTED, BPP, GEA, IGI]	STRONG
FliZ	csgDEFG[csgDp1]	-	[IMP, BTEI, PAGTSBP, BPP, GEA, IGI]	STRONG
FliZ	csgDEFG[csgDp2]	-	[IMP, BTEI, PAGTSBP, BPP, GEA, IGI]	STRONG
FliZ	csgDEFG[csgDp3]	-	[IMP, BTEI, PAGTSBP, BPP, GEA, IGI]	STRONG
FliZ	csgDEFG[csgDp]	-	[IMP, BTEI, PAGTSBP, BPP, GEA, IGI]	STRONG
FliZ	flhDC[flhDp]	-	[IMP, LTED, BPP, GEA]	STRONG
FliZ	gadBC[gadBp]	-	[IMP, BTEI, LTED, BPP, GEA, IGI]	STRONG
FliZ	gadBC[gadBp2]	-	[IMP, BTEI, LTED, BPP, GEA, IGI]	STRONG
FliZ	gadEF-mdtEF[gadEp]	-	[IMP, LTED, BPP, GEA, SM]	STRONG
FliZ	hdeAB-yhiD[hdeAp]	-	[IMP, ITCR, LTED, BPP, GEA]	STRONG
FliZ	hdeAB-yhiD[hdeAp2]	-	[IMP, ITCR, LTED, BPP, GEA]	STRONG
FliZ	mlrA[mlrAp]	-	[IMP, ICWHO, BPP, GEA, SM]	STRONG
FliZ	mlrA[mlrAp2]	-	[IMP, ICWHO, BPP, GEA, SM]	STRONG
FliZ	osmY[osmYp]	-	[IMP, BPP, GEA, IGI]	STRONG
FliZ	osmY[osmYp2]	-	[IMP, BPP, GEA, IGI]	STRONG
FliZ	pdeR[pdeRp]	-	[IMP, ICWHO, BPP, GEA, SM]	STRONG
FucR	fucAO[fucAp]	+	[BTEI, LTED, BPP, GEA, IGI]	STRONG
FucR	fucPIKUR[fucPp]	+	[BPP, GEA, IGI]	STRONG
Fur	aspC[aspCp]	-	[ICWHO, BPP, GEA, IGI]	STRONG
Fur	cirA[cirAp2]	-	[BTEI, PM, AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
Fur	cirA[cirAp1]	-	[BTEI, PM, AIBSCS, GEA, APIORCISFBSCS, BPP, BCE]	STRONG
Fur	cyoABCDE[cyoAp]	-	[AIBSCS, GEA]	WEAK
Fur	entCEBA-ybdB[entCp]	-	[PM, APIORCISFBSCS, BPP, AIBSCS, GEA]	STRONG
Fur	entS[entSp1]	+	[APIORCISFBSCS, BPP, GEA]	STRONG
Fur	esrE[esrEp]	+	[BTEI, BPP, GEA, IGI]	STRONG
Fur	exbBD[exbBp]	-	[BTEI, ITCR, AIBSCS, APIORCISFBSCS, BPP]	STRONG
Fur	exbD[exbDp]	-	[BTEI, APIORCISFBSCS]	WEAK
Fur	fecABCDE[fecAp]	-	[CV(LTED/PM), IEP, ITCR, LTED, PM, AIBSCS, BPP, GEA, APIORCISFBSCS]	CONFIRMED
Fur	fecIR[fecIp]	-	[LTED, AIBSCS, BPP, GEA, SM, APIORCISFBSCS]	STRONG
Fur	feoABC[feoAp]	-	[PM, APIORCISFBSCS, GEA]	STRONG
Fur	fepA-entD[fepAp]	-	[AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
Fur	fepB[fepBp]	-	[AIBSCS, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fur	fepDGC[fepDp1]	-	[APIORCISFBSCS, BPP, GEA, APIORCISFBSCS, BPP, GEA]	STRONG
Fur	fes-ybdZ-entF-fepE[fesp]	-	[APIORCISFBSCS, BPP, GEA, AIBSCS]	STRONG
Fur	fhuACDB[fhuAp]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fur	fhuE[fhuEp]	-	[BTEI, AIBSCS, APIORCISFBSCS]	WEAK
Fur	fhuF[fhuFp]	-	[AISGDTU, AIBSCS, BPP, GEA, APIORCISFBSCS]	STRONG
Fur	fiu[fiup]	-	[ICWHO, APIORCISFBSCS]	WEAK
Fur	flhDC[flhDp]	-	[LTED, AIBSCS]	STRONG
Fur	fnr[fnrp]	-	[BPP, GEA, IGI]	STRONG
Fur	ftnA[ftnAp]	+	[ICWHO, LTED, APIORCISFBSCS, BPP, GEA]	STRONG
Fur	fumB[fumBp]	+	[BTEI, LTED, BPP, GEA, IGI]	STRONG
Fur	fumC[fumCp]	-	[BPP, GEA, IGI]	STRONG
Fur	fur[furpb]	-	[BTEI, APIORCISFBSCS, BPP]	STRONG
Fur	fur[furpa]	-	[BTEI, APIORCISFBSCS, BPP]	STRONG
Fur	garPLRK-rnpB[garPp]	-	[BTEI, LTED, APIORCISFBSCS, BPP]	STRONG
Fur	gdhA[gdhAp1]	+	[LTED, BPP, GEA, IGI]	STRONG
Fur	glnD[glnDp]	-	[LTED, BPP, GEA, IGI]	STRONG
Fur	glnK-amtB[glnKp]	+	[BTEI, BPP, GEA, IGI]	STRONG
Fur	gltBDF[gltBp]	-	[CV(LTED/PM), LTED, PM, BPP, GEA, IGI]	CONFIRMED
Fur	gltBDF[gltBp2]	-	[CV(LTED/PM), LTED, PM, BPP, GEA, IGI]	CONFIRMED
Fur	gnd[gndp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Fur	gpmA[gpmAp]	-	[AIBSCS, APIORCISFBSCS, BPP, GEA]	STRONG
Fur	gpmA[gpmAp4]	-	[AIBSCS, GEA, APIORCISFBSCS, BPP]	STRONG
Fur	grcA[grcAp1]	-	[BTEI, BPP, GEA, IGI]	STRONG
Fur	gspCDEFGHIJKLMO[gspCp3]	-	[ICWHO, APIORCISFBSCS, BPP]	STRONG
Fur	hmp[hmpp]	-	[AISGDTU, BTEI, APIORCISFBSCS, AS, GEA, IMP]	WEAK
Fur	katE[katEp]	+	[BTEI, BPP, GEA, IGI]	STRONG
Fur	katG[katGp]	+	[BPP, GEA, IGI]	STRONG
Fur	lpdA[lpdAp]	+	[LTED, BPP, GEA, IGI]	STRONG
Fur	metH[metHp]	-	[AIBSCS]	WEAK
Fur	metJ[metJp2]	-	[BTEI, AIBSCS]	WEAK
Fur	mntH[mntHp]	-	[AISGDTU, AIBSCS, APIORCISFBSCS, IGI]	WEAK
Fur	mntP[mntPp]	+	[ICWHO, LTED, AIBSCS]	STRONG
Fur	nac[nacp]	-	[LTED, BPP, GEA, IGI]	STRONG
Fur	ndh[ndhp]	-	[BPP, GEA, IGI]	STRONG
Fur	nfeF[yqjHp]	-	[AISGDTU, AIBSCS, APIORCISFBSCS, GEA]	WEAK
Fur	nohA-stfQ-tfaQ[nohAp]	-	[ICWHO, APIORCISFBSCS, BPP, GEA]	STRONG
Fur	nrdHIEF[nrdHp]	-	[LTED, AIBSCS, GEA]	STRONG
Fur	ompF[ompFp]	+	[BPP, GEA, IGI]	STRONG
Fur	ompF[ompFp2]	+	[BPP, GEA, IGI]	STRONG
Fur	ompW[ompWp]	+	[AISGDTU, BPP, GEA, IGI]	STRONG
Fur	oppABCDF[oppAp]	-	[ITCR, APIORCISFBSCS, BPP]	STRONG
Fur	purR[purRp]	-	[AIBSCS]	WEAK
Fur	pyrC[pyrCp]	-	[APIORCISFBSCS, BPP, GEA]	STRONG
Fur	rcnAB[rcnAp]	-	[ICWHO, LTED, AIBSCS, GEA, APIORCISFBSCS]	STRONG
Fur	rpoS[rpoSp]	-	[PM, BPP, GEA, IGI]	STRONG
Fur	ryhB[yhhXp5]	-	[ICWHO, LTED, AIBSCS, APIORCISFBSCS, GEA, BPP]	STRONG
Fur	sdhCDAB-sucABCD-sdhX[sdhCp]	+	[LTED, AIBSCS, GEA]	STRONG
Fur	sodA[sodAp]	-	[BTEI, APIORCISFBSCS, BCE, BPP, GEA]	STRONG
Fur	soxR[soxRp]	-	[BTEI, BPP, GEA, IGI]	STRONG
Fur	soxS[soxSp]	-	[LTED, BPP, GEA, IGI]	STRONG
Fur	sufABCDSE[sufAp]	-	[ITCR, PAGTSBP, APIORCISFBSCS, BPP, GEA, SM]	STRONG
Fur	tonB[tonBp]	+	[BTEI, LTED, AIBSCS, APIORCISFBSCS, BPP, BCE]	STRONG
Fur	ygaC[ygaCp]	-	[AIBSCS, GEA]	WEAK
Fur	yhhY[yhhYp]	-	[ICWHO, AIBSCS, APIORCISFBSCS, GEA]	WEAK
Fur	yjjZ[yjjZp]	-	[APIORCISFBSCS, BPP, GEA, AISGDTU, AIBSCS, BPP, GEA]	STRONG
Fur	zinT[zinTp]	+	[LTED, BPP, GEA, IGI]	STRONG
Fur	zwf[zwfp]	-	[BPP, GEA, IGI]	STRONG
GadE	cyoABCDE[cyoAp]	+	[IE, BPP, GEA, IGI]	STRONG
GadE	fliC[fliCp]	+	[IE, ICWHO, LTED, BPP, GEA, IGI]	STRONG
GadE	gadBC[gadBp]	+	[IE, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadE	gadBC[gadBp2]	+	[IE, BTEI, LTED, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadE	gadE[gadEp1]	+	[IE, BPP, GEA, IGI]	STRONG
GadE	gadEF-mdtEF[gadEp]	+	[IE, LTED, BPP, GEA, APIORCISFBSCS]	STRONG
GadE	gadX[gadXp]	+	[IE, LTED, BPP, GEA, IGI]	STRONG
GadE	gadXW[gadXp]	+	[IE, ITCR, LTED, BPP, GEA, IGI]	STRONG
GadE	gltBDF[gltBp]	+	[IE, CV(LTED/PM), LTED, PM, BPP, CEEUMA, GEA, IHBCE, RSE]	CONFIRMED
GadE	gltBDF[gltBp2]	+	[IE, CV(LTED/PM), LTED, PM, BPP, CEEUMA, GEA, IHBCE, RSE]	CONFIRMED
GadE	gnd[gndp]	+	[IE, BTEI, BPP, GEA, IGI]	STRONG
GadE	hdeAB-yhiD[hdeAp]	+	[IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadE	hdeAB-yhiD[hdeAp2]	+	[IE, ITCR, LTED, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadE	hdeD[hdeDp]	+	[AIBSCS, BPP, GEA, IE, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadE	hdeD[hdeDp2]	+	[AIBSCS, BPP, GEA, IE, AIBSCS, APIORCISFBSCS, BPP, CEEUMA, GEA, IHBCE, RSE]	STRONG
GadE	hlpA-lpxD-fabZ-lpxA[hlpAp]	+	[IE, BTEI, BPP, GEA, IGI]	STRONG
GadE	lrp[lrpp]	+	[IE, BPP, GEA, IGI]	STRONG
GadE	purA[purAp]	+	[IE, LTED, BPP, GEA, IGI]	STRONG
GadE	rcsA[rcsAp]	+	[IE, LTED, BPP, GEA, IGI]	STRONG
GadE	yhiM[yhiMp]	+	[IE, AISGDTU, CEEUMA, IHBCE, RSE]	WEAK
GadE	yjbQR[yjbQp]	+	[IE, ICWHO, CEEUMA, IHBCE, RSE]	WEAK
GadE-RcsB	adiC[adiCp7]	+	[APPHINH, ICWHO, BPP, GEA, IGI]	STRONG
GadE-RcsB	aslB[aslBp]	+	[APPHINH, BPP, GEA, IGI]	STRONG
